# Pathway	SGP033296	SGP033297	SGP033298	SGP033299	SGP033300	SGP033301	SGP033302	SGP033303	SGP033304	SGP033305	SGP033306	SGP033307	SGP033308	SGP033309	SGP033310	SGP033311	SGP033312	SGP033313	SGP033314	SGP033315	SGP033316	SGP033317	SGP033318	SGP033319	SGP033320	SGP033321	SGP033322	SGP033323	SGP033324	SGP033325	SGP033326	SGP033327	SGP033328	SGP033329	SGP033330	SGP033331	SGP033332	SGP033333	SGP033334	SGP033335	SGP033336	SGP033337	SGP033338	SGP033339	SGP033340	SGP033341	SGP033342	SGP033343	SGP033344	SGP033345	SGP033346	SGP033347	SGP033348	SGP033349	SGP033350	SGP033351	SGP033352	SGP033353	SGP033354	SGP033355	SGP033356	SGP033357	SGP033358	SGP033359	SGP033360	SGP033361	SGP039575	SGP039576	SGP039577	SGP039578	SGP039579	SGP039580	SGP039581	SGP039582	SGP039583	SGP039584	SGP039585	SGP039586	SGP039587	SGP039588	SGP039589	SGP039590	SGP039591	SGP039592	SGP039593	SGP039594	SGP039595	SGP039596	SGP039597	SGP039598	SGP039599	SGP039600	SGP039601	SGP039602	SGP039603	SGP039604	SGP039605	SGP039606	SGP039607	SGP039608	SGP039609	SGP039610	SGP039611	SGP039612
PWY-8004: Entner-Doudoroff pathway I	1960.57	1910.95	2309.63	1730.94	1884.12	1428.75	2637.23	1661.44	1919.18	1974.33	3091.16	2581.49	2187.08	2093.35	1503.33	1985.8	1468.53	1136.65	2160.67	1675.53	2155.64	1140.46	1242.52	2871.29	1390.44	2204.04	2378.97	1108	3111.73	3193.02	2258.02	983.215	2528.66	2169.46	2211.35	2271.63	926.444	1481.73	1679.04	1706.79	1651.06	2482.14	2056.07	4786.18	765.61	2434.72	1738.39	1626.44	2271.62	1564.29	2362.12	1848.15	2324.85	1540.9	1631.89	2306.88	2456.23	2184.81	1879.39	1989.64	1920.61	1563.28	1358.9	2621.75	1415.83	2035.7	1595.51	1813.14	2441.88	1619.84	2806.07	1122.59	2617.45	1927.33	1598.41	4417.32	1684.13	1718.84	1811.87	1564.32	2551.77	1648.8	1716.53	2698.46	2360.25	2120.15	2726.53	1709.65	6344.88	2179.81	2278.71	2166.78	1821.22	2387.41	2530.94	2125.42	2213.01	1610.95	1814.43	2585.94	1723.35	1954.83	2085.76	1639.52
PWY-8011: L-serine biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.43191	0	0	0	0	0
PWY-801: homocysteine and cysteine interconversion	28.4442	13.7588	69.2905	0	132.341	57.1642	852.401	4.61063	4.4615	9.28687	185.362	101.385	3.14414	3.32365	89.8412	11.7078	8.7057	16.3654	11.5498	16.8084	4.7877	26.2695	24.9033	11.3629	8.94187	249.924	5.42124	13.9916	477.207	95.3851	9.16873	36.757	4.43338	50.2179	128.013	141.583	11.9773	230.22	23.0037	6.18693	13.9093	154.144	0	101.341	1.49999	2.26086	4.21352	0	272.549	27.2674	2.35919	23.1306	10.3562	0	14.5231	93.6684	42.0431	18.4393	0	0	0	4.53412	3.06139	28.6131	41.819	6.15801	126.33	3.54548	8.12767	60.1664	18.5089	16.5309	0	7.0638	5.58784	46.4621	99.527	50.9696	4.8801	0	17.7147	35.0989	0	236.313	838.336	13.8922	26.4147	0	0	0	3.20836	0	89.9655	11.9761	0	8.21466	0	0	6.77028	19.3309	10.1012	7.10525	18.5964	0
PWY-8073: lipid IVA biosynthesis (P. putida)	1047.86	2525.27	1508.19	3695.4	368.717	975.86	2717.96	961.881	560.915	1285.27	970.907	1258.55	1125.94	2073.95	2323.1	1578.01	1085.98	329.61	2029.95	381.828	1887.19	511.153	704.465	499.894	315.467	1988.04	1194.27	290.704	2638.72	2562.6	2096.41	302.823	1734.7	2202.07	3022.21	1730.67	472.699	534.782	1695.26	1671.4	1167.09	1808.12	1952.49	2943.25	399.668	333.817	1393.49	423.44	2679.72	435.92	3451.09	1258.88	1456.08	525.033	1568.74	2567.72	637.594	1114.21	741.009	1160.05	1266.36	1788.59	2818.14	2318.44	973.856	1402.63	317.428	2358.76	1677.68	4122.2	3643.89	324.155	934.021	1742.81	2704.12	1607.84	2590.8	1339.39	998.01	1956.64	3590.66	2148.52	2443.36	4246.56	2513.1	1756.42	1856.94	1593.25	2168.44	1923.81	2828.24	725.323	2658.51	1668.08	2505.03	2107.67	2001.08	3111.8	3022.53	4476.83	2619.03	1064.78	1641.19	3975.78
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen	0	0	15.367	0	10.924	0	268.07	1.05162	0	0	0	0	0	0	224.255	0	0	0	0	3.9367	0	4.66221	6.99358	0	0	138.889	0	2.32884	289.764	118.723	7.13863	8.50147	0	12.3391	51.8607	9.31925	0	0	0	0	0	2.71136	0	0	0	0	0	0	0	0	0	3.07319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0374	0	0	59.224	0	0	0	0	0	47.003	38.8676	0	0	0	0	20.2703	0	216.68	15.7567	0	13.1624	0	0	0	3.48571	0	0	0	0	2.06574	0	0	0	0	11.328	0	0	0
PWY-8112: factor 420 biosynthesis I (archaea)	71.06	13.6533	131.435	0	19.7101	0	23.4422	33.9047	56.2985	36.4844	74.6832	35.8578	52.8831	68.7664	0	0	2.25474	6.24846	6.05748	13.5299	80.1326	4.70055	33.3263	65.0102	14.3278	9.80231	6.24918	7.28401	139.314	52.7217	114.603	15.6446	86.2738	103.133	0	170.845	0	0	122.768	125.013	140.805	142.434	0	0	0	0	184.997	0	0	0	0	301.97	0	0	202.134	0	0	0	184.114	120.918	170.267	62.3004	0	0	0	163.202	13.345	70.8681	21.8864	0	0	5.96083	17.1713	0	34.8565	0	7.12911	49.4966	0	207.067	0	72.4003	68.1474	0	0	0	0	0	5.81485	0	0	32.5781	107.257	0	0	18.4001	0	14.9095	18.3531	0	21.8203	25.3139	0	14.8838
PWY-8113: 3PG-factor 420 biosynthesis	69.0174	12.6145	126.739	0	19.1697	0	23.4422	33.9047	56.2985	36.4844	73.1787	35.8578	52.7328	68.7664	0	0	1.39971	5.24531	4.96992	13.5299	80.1326	4.70055	33.2824	60.9942	14.3278	8.60175	5.98493	5.47804	136.082	52.1118	111.051	13.0607	84.473	100.608	0	163.688	0	0	114.828	118.646	137.708	142.434	0	0	0	0	184.997	0	0	0	0	296.14	0	0	195.278	0	0	0	168.926	119.51	165.365	62.3004	0	0	0	158.845	9.52561	63.943	21.8864	0	0	3.93396	17.1713	0	34.8565	0	6.63776	47.8214	0	195.606	0	72.4003	62.5505	0	0	0	0	0	5.15523	0	0	32.5781	105.373	0	0	16.2675	0	14.1188	18.3531	0	20.7608	25.3139	0	12.2194
PWY-8125: mevalonate pathway IV (archaea)	0	4.92813	51.9113	0	12.0837	0	45.779	0	0	14.9237	211.332	97.6478	56.2706	6.719	0	0	3.04938	8.53164	14.5721	0	11.6363	7.21165	12.7249	15.7992	13.8017	9.04776	6.31931	0	328.032	74.4703	13.202	21.9116	24.1621	28.1041	0	85.1512	0	0	4.02577	15.0925	0	102.504	0	0	0	0	0	0	0	0	0	0	0	0	13.1068	0	0	0	0	0	8.4083	8.66856	0	0	0	0	0	61.7267	0	0	0	10.4992	0	0	47.2964	0	12.8549	55.658	0	0	0	19.9494	0	0	0	0	0	0	0	0	0	0	78.6709	0	0	31.5281	0	23.3352	26.4702	0	32.3146	0	0	39.8785
PWY-8131: 5'-deoxyadenosine degradation II	812.169	915.348	388.544	534.552	487.424	677.489	2006.77	264.948	642.528	899.078	332.315	693.358	591.054	765.595	531.28	937.175	774.581	511.019	551.358	653.735	741.596	504.684	733.206	792.078	605.214	451.617	992.324	412.101	925.737	521.113	480.874	438.429	873.167	646.43	1507.5	628.23	931.149	1084.17	484.955	496.806	557.54	664.245	666.536	1622.04	297.12	680.182	590.742	848.381	784.943	700.699	584.155	687.729	1101.17	780.536	812.679	796.132	1120.11	1200.36	1019.35	832.588	739.617	415.73	458.217	1099.95	1399.51	563.759	514.746	263.504	659.089	256.686	545.324	546.596	855.342	700.43	301.228	1130.95	410.732	490.085	1073.62	357.416	490.165	331.348	169.981	267.48	580.54	726.673	433.698	454.679	1083.78	576.549	507.875	894.034	462.903	523.69	394.681	415.243	1031.01	341.649	206.524	804.629	245.27	789.55	202.998	268.818
PWY-8134: bile acid 7&beta;-dehydroxylation	0	2.76727	0	0	0	0	0	3.6626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89319	0	0	0	8.41146	7.70103	0	0	0	0	0	5.37241	3.18664	0	0	0	0	0	104.028	0	0	24.5787	0	19.4536	0	0	5.96086	0	5.8176	0	0	0	0	0	0	24.1001	0	13.3225	0	0	0	47.6621	0	0	26.926	0	0	8.79509	0	0	9.79239	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	8768.73	6888.61	6889.46	5015.55	7455.31	8736.43	5849.38	8114.75	6976.45	6805.47	7718.81	5395.17	8636.76	6351.09	9978.67	6874.82	8776.41	9048.24	6413.94	8386.04	6495.63	8689.48	10317.3	7675.95	8866	7334.46	7536.28	8671.97	6687.32	5470.02	5969.74	8419	6233.09	6770.21	6326.54	7296.7	11082.5	9491.51	7546.3	7816.5	7796.78	6325.45	6327.08	9013.5	8734.23	8402.89	8370.53	8294.99	6206.93	6872.49	5892.87	7853.88	7278.13	7784.71	8177.99	6798.29	7641.31	7314.13	8204	8448.06	8379.28	7899.77	6639.4	6365.82	7669.29	7177.6	7152.67	6648.02	7386.02	6158.33	5707.44	8462.3	7485.71	6183.16	4934.08	6081.07	5264.81	7413.44	7977.44	8565.67	5289.98	7298.6	5369.29	7736.59	8514.76	7190.18	6822.06	7274.99	9349.07	5906.34	6144.74	6658.78	6165.41	6377.54	5897.4	6704.5	5814.55	5442.79	5427.83	5226.09	4991.62	8277.35	7833.12	3931.99
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	2348.55	1881.65	1655.4	2556.45	1777	1076.8	1512.75	3121.09	2803.34	3008.88	545.644	1540.79	2059.04	2517.76	625.562	2730.94	1144.19	1950.27	2488.35	2130.51	2877.4	1662.19	1524.8	1648.45	2928.47	2105.03	1456.95	1788.4	1033.89	1817.41	1679.06	1711.37	3060.62	1893.26	2397.02	1569.18	1355.15	1575.35	1922.35	1933.54	2332.38	1633.66	2110.57	2820.63	1244.3	1565.11	2297.23	2165.26	2822.26	4793.42	2770.49	2203.23	3248.33	2867.82	1701.59	4086.64	3187.82	3279.51	3279.2	2723.53	3120.87	1880.36	1936.75	2623.41	3573.19	3443.43	1420.83	1814.72	2610.21	2676.52	2151.98	1776.16	3699.81	2113.61	2438.86	4452.5	2580.8	2982.13	3233.33	1559.58	3602.83	2034.59	3424.09	1603.38	1251.62	2262.7	2533.16	1773.37	3011.25	2084.03	5460.34	4265.47	2417.85	2259.47	4803.84	2277.3	2359.1	2171.3	1872.48	3706.36	2197.48	2195.54	1551.86	2331.64
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	0	17.3931	40.1782	142.036	31.6104	55.9655	0	98.0665	22.9992	51.6467	25.0852	0	17.6481	21.6637	0	71.4485	137.377	51.3477	12.6063	19.2189	28.6731	77.3026	111.784	5.18898	40.1509	41.9579	0	48.37	2.59626	59.1072	47.8141	155.652	26.01	33.7497	0	24.5234	72.5635	38.937	7.29578	22.155	9.01018	35.8223	31.2717	0	69.5221	59.8862	51.7926	22.4952	16.9668	14.3458	161.894	15.9489	0	10.2064	15.112	22.9941	0	7.1257	0	0	0	14.277	62.1088	15.4097	9.31177	0	40.8763	0	0	0	0	79.4617	0	47.7992	0	0	12.2051	0	0	16.0716	0	0	0	0	86.0149	29.2652	7.82978	0	0	19.4727	15.9706	0	0	33.1678	47.1055	0	53.6377	14.7407	0	0	26.7765	0	29.1546	0
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	0	17.3931	40.1782	142.036	31.6104	55.9655	0	98.0665	22.9992	51.6467	25.0852	0	17.6481	21.6637	0	71.4485	137.377	51.3477	12.6063	19.2189	28.6731	77.3026	111.784	5.18898	40.1509	41.9579	0	48.37	2.59626	59.1072	47.8141	155.652	26.01	33.7497	0	24.5234	72.5635	38.937	7.29578	22.155	9.01018	35.8223	31.2717	0	69.5221	59.8862	51.7926	22.4952	16.9668	14.3458	161.894	15.9489	0	10.2064	15.112	22.9941	0	7.1257	0	0	0	14.277	62.1088	15.4097	9.31177	0	40.8763	0	0	0	0	79.4617	0	47.7992	0	0	12.2051	0	0	16.0716	0	0	0	0	86.0149	29.2652	7.82978	0	0	19.4727	15.9706	0	0	33.1678	47.1055	0	53.6377	14.7407	0	0	26.7765	0	29.1546	0
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	1.61892	0	1.96018	53.8587	76.0947	0	20.3783	1.36103	0	0.940355	0	52.7706	0	1.33086	145.574	674.102	202.913	56.9171	0	49.266	0	98.632	106.864	0	121.808	170.127	1.25963	9.5747	0	0	1.55197	28.8245	0	2.20372	623.2	1.62634	366.548	41.7608	4.99477	1.50439	4.38033	7.72585	19.541	0	34.5772	24.8835	0.919345	35.6293	152.587	42.1158	70.7976	2.31132	216.822	124.099	0	76.9183	260.785	383.464	0	0	0	0	13.0191	396.339	328.632	0	58.9708	0	18.2417	99.9731	0	68.207	0	5.26065	0	0	18.3938	17.9194	361.671	0	174.176	0	0	0	41.135	0	445.87	6.97964	0	0	6.27639	60.9332	14.6961	0	13.226	11.0306	0	16.2254	0	0	0	0	15.6979	22.3281
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	61.9267	71.4383	138.093	24.0015	143.409	661.835	1855.31	122.07	18.5693	88.8177	1048.86	701.954	92.8344	112.293	107.116	79.3693	356.886	46.9778	121.824	94.1784	0	58.8552	305.36	112.712	10.0773	1331.53	64.0488	38.1409	2861.12	946.272	108.802	89.1068	39.0246	185.344	2652.58	279.273	227.929	273.852	176.208	228.943	299.019	201.85	50.5522	3295.34	22.2154	221.839	215.838	391.051	1341.02	303.37	94.3884	266.936	0	507.696	58.977	653.067	0	43.4362	0	97.5861	282.714	48.2247	499.127	0	53.6807	207.177	97.1723	112.785	247.547	542.86	32.3381	41.1553	74.8429	272.992	85.4876	337.784	525.406	235.027	0	273.446	11.5561	229.027	207.542	1830.43	2029.94	15.2148	48.9937	0	2985.66	0	57.6989	0	506.407	40.3537	69.6237	169.465	39.0721	86.3413	84.7385	176.135	152.478	93.1835	307.207	103.455
PWY-822: fructan biosynthesis	30.3598	4.64849	80.3117	0	104.694	5.13034	3.35929	1.77305	0	31.7093	52.3252	49.233	17.536	0	0	6.66705	8.86559	25.1949	14.0465	18.6426	2.42002	16.8209	14.807	23.1307	26.5397	8.76918	13.4682	7.56183	53.4158	5.70541	47.878	93.916	7.28477	33.1477	12.859	191.931	53.8255	200.684	26.555	3.52233	12.1276	187.703	268.161	0	42.2369	0	9.22057	0	56.8492	0	197.785	11.0853	231.209	0	25.2344	7.50437	201.872	68.413	15.3865	0	4.73806	16.3156	0	51.6303	75.8837	16.8584	74.072	62.9822	5.27575	96.0237	3.51856	36.5488	31.3334	8.84822	60.4703	0	20.1444	28.7737	34.2594	32.5745	62.6445	9.69769	0	139.474	31.157	11.654	139.969	0	0	5.89428	16.6936	74.0225	35.4208	6.95728	11.3287	46.8489	2.12495	74.9675	82.5097	4.00989	115.073	15.571	130.62	89.7111
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	4203.91	6834.99	5302.71	6171.65	4047.49	4022.61	4139.79	7260.53	7668	6474.75	9249.88	7344.93	5663.38	7106.18	3336.06	6444.08	4277.6	4394.45	7183.56	4309.47	7183.93	4208.68	3913.29	4363.5	4831.79	4397.41	5177.95	4813.31	4917.67	7197.17	5078.95	3962.12	7062.15	5753.25	4290.29	5679.04	3175.58	3587.5	5194	5248.73	5582.72	5948.89	6924.71	4975.46	4950	6247.07	5524.93	6347.74	6196.3	5754.17	6951.09	5472.41	6891.57	5096.01	5076.72	5586.81	6744.87	6754.32	5653.79	5716	5642.54	5153.34	7906.27	7128.93	6126.18	6383.97	4341.6	6462.57	6790.27	7955.04	7171.75	4630.75	7155.96	7095.4	6457.9	7325.02	7183.34	4960.44	6709.87	5582.04	7570.43	6716.04	7607.56	4668.3	4756.46	7485.66	7044.57	6408.63	5753.94	7106.56	8171.51	7691.36	6660.43	7604.04	8571.38	7497.22	6903.48	7207.75	6757.39	6964.7	6712.76	6170.2	5881.27	7160.04
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	16.698	5.38413	50.8686	0	64.5047	6.8971	144.91	2.73439	0	22.8199	1099.33	191.805	50.2915	5.82838	3.58156	0	6.98437	19.0957	22.6612	39.4627	13.6984	20.3158	26.9771	15.7437	29.1057	9.14024	17.6113	26.4139	613.79	59.6153	16.4936	103.335	20.7998	33.1022	154.719	98.9735	65.5062	63.4309	12.9579	16.5985	5.91826	117.28	91.6229	2.40873	61.2198	0	0	0	100.194	0	301.039	8.65728	280.079	0	12.7168	0	315.381	158.451	0	5.03887	9.6079	8.12826	0	112.25	197.633	0	26.5583	63.5381	5.98092	111.953	14.388	19.2189	0	5.64514	50.0013	19.9038	37.4299	52.7103	44.0211	0	63.4933	16.0088	0	161.918	31.3797	24.6879	151.559	0	0	0	43.021	16.4457	76.7608	5.74736	17.2802	104.25	5.41999	96.5386	94.8118	10.1085	76.33	0	179.483	79.0462
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	6540.56	1958.18	1334.58	1936.35	992.032	1756.69	3081.37	834.368	1210.37	1200.23	2257.96	894.415	2091.43	973.43	1910.86	1249.8	2287.36	712.538	3480.86	631.66	813.518	617.024	1599.95	7118.72	992.244	3492.35	5445.48	680.643	2717.79	1361.31	805.43	1156.84	997.916	828.986	3672.12	1122.96	4083.39	4842.15	983.208	999.131	1207.14	1325.95	3205.14	2419.22	668.532	1584.81	842.587	1302.32	1667.45	1461.55	1710.63	973.046	1454.88	1370.1	1275.49	1953.34	1273.35	990.258	989.08	842.187	939.81	908.774	602.349	902.313	2871.46	661.871	742.081	999.011	1267.82	1390.5	500.355	642.7	1870.11	1062.18	821.041	1269.28	1101.09	1071.77	1216.77	822.734	903.227	1148.21	464.222	2304.31	3768.11	871.307	1306.92	779.013	1242.62	460.327	980.781	1290.9	1048.81	804.102	478.62	569.972	903.541	680.444	836.208	1012.18	790.362	1239.49	1273.66	922.604
PWY0-1061: superpathway of L-alanine biosynthesis	2058.95	882.158	1108.43	1234.4	3254.1	1002.85	2749.62	463.77	320.204	1168.73	707.369	259.118	1346.68	942.113	964.07	56.8882	1229.9	2779.18	540.792	2565.21	929.166	1837.68	4270.45	2429.53	2120.18	1869.15	1014	1273.8	1475.89	443.375	636.516	1397.59	882.725	270.369	2692.98	1378.92	3450.52	943.973	69.7681	61.4365	116.008	467.947	804.102	3043.83	1762.95	1871.17	43.9425	1654.33	1630.88	694.263	1447.63	73.9355	1598.82	1430.67	42.7757	886.147	1915.77	1459.8	2823.73	1956.17	1147.35	24.5471	641.578	1065.76	1815.72	1115.17	2066.11	239.679	652.57	391.957	47.5642	2002.14	380.723	114.877	360.9	150.325	749.596	571.984	1208.06	39.9836	814.712	452.787	528.97	1933.03	1358.25	23.9367	1759.24	17.3816	3137.43	59.74	556.267	829.838	990.195	78.5823	115.591	1401.97	82.4495	719.515	375.361	378.263	429.228	1268.55	421.271	349.863
PWY0-1221: putrescine degradation II	0	0	7.83052	0	5.54964	2.34254	246.872	0	0	0	0	0	0	1.36768	242.314	0	0	0	0	2.39679	0	1.15705	7.22432	0	2.07557	66.7683	0	0	157.01	55.7796	4.84442	4.21129	0	4.29695	102.602	4.92108	0	0	0	0	0	0.836631	0	0	1.10822	0	0	0	0	0	0	3.56684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.92982	0	0	29.5771	0	1.85063	0	0	0	40.6927	37.4629	0	0	0	0	38.4286	0	339.208	252.279	0	10.1534	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50796	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	432.948	307.842	596.1	692.911	433.81	572.424	2150.6	677.587	175.92	69.5379	1832	2087.6	610.058	324.674	1299.57	1322.33	779.091	511.896	331.556	465.253	245.397	588.692	436.693	773.418	557.935	774.916	459.805	391.623	3384.84	2469.96	902.983	404.834	334.493	557.312	3731.14	501.196	887.015	477.455	402.828	340.54	451.725	399.235	813.514	1770.92	592.247	462.872	557.109	435.961	898.312	457.408	863.505	314.405	1046.43	616.132	465.004	1544.41	690.526	1260.19	377.127	315.059	640.025	482.469	360.957	1928.36	938.702	551.073	405.955	908.59	300.743	1003.86	1244.55	551.075	327.535	958.178	992.27	389.295	999.393	376.012	1106.09	608.938	1321.63	427.386	708.088	2457.18	1045.21	1167.16	1969.03	854.511	1545.58	680.655	367.771	340.184	541.181	712.167	544.167	622.582	1018.93	532.216	692.651	630.405	1045.24	518.324	869.83	895.097
PWY0-1261: anhydromuropeptides recycling I	1565.81	2077.96	1832.34	2493.03	942.888	1022.84	3128.47	952.361	1822.23	1483.99	861.711	1899.06	1567.35	2329.92	1291.61	1556.68	1077.88	627.973	1932.57	822.82	2224.28	668.082	887.377	1047.92	748.958	1670.1	1354.78	487.409	2176.55	1311.29	1923.24	867.413	1924.78	2133.6	2757.12	2042.85	534.738	753.064	1835.39	1869.26	1664.92	1858.45	804.491	2671.38	612.321	411.364	1464.93	1608.52	1946.38	1164.83	2015.03	1107.99	1159.81	1974.29	1883.46	3008.29	539.11	1072.49	1448.84	2063.48	2016.45	1946.17	2144.47	1972.12	985.37	1533.71	905.888	2437.38	1542.85	2167.2	2874.12	708.64	987.905	1734.72	2332.42	468.536	2500.88	1293.98	942.903	2344.5	2133.17	1912.04	2538.62	3084.75	2280.41	1835.75	2489.35	1527.19	1535.39	1639.41	596.813	846.148	2376.34	1671.42	233.083	2746.9	2116.42	2514.99	2668.71	425.275	2665.78	2203.08	1561.78	2362.36
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0	0	58.2475	0	30.9573	0	2362.65	12.7207	0	0	262.168	79.3217	0	9.4596	641.572	0	0	12.6382	0	27.6759	0	17.4896	33.6116	0	7.66482	1238.05	0	0	1358.43	262.583	32.6543	33.1747	0	32.5406	1413.64	45.9056	0	0	0	0	0	32.3145	0	1504.17	0	0	16.0019	0	320.963	0	0	55.2982	0	6.96605	0	14.5954	0	0	0	0	9.35608	0	0	0	0	0	15.8658	0	0	158.345	0	0	0	0	0	170.189	215.066	21.2055	0	0	0	74.5437	0	1810.17	1203.07	0	35.1342	0	127.535	0	0	0	0	0	0	10.7793	0	0	0	0	65.7705	0	0	0
PWY0-1296: purine ribonucleosides degradation	10543.6	7252.52	8991.21	6043.16	6472.27	7500.92	3084.83	5748.17	6762.45	8718.41	5583.85	4887.42	10387	7960.51	4996.79	7056.8	8025.33	8641.59	8197.8	8016.79	7944.92	7788.59	11042.9	8116.99	8027.45	7444.19	9385.08	6771.59	3953.69	5529.85	8174.74	6540.07	7614.59	7936.46	3199.43	8664.2	11417.7	11221.2	10210.9	10208.5	10846.2	8721.41	6832.02	4063.5	6693.38	8260.68	10147.2	8660.49	6027.99	7599.82	7047.03	9427.89	6131.42	9451.95	9960.79	6504.26	7042.55	6323.46	10013.1	10036.7	9998.27	10304.1	8157.69	5218.85	6648.71	9071.29	6061.83	7478.38	8340.78	5499.05	4069.22	8027.67	7558.73	6238.26	7704.41	3609.04	5827.33	9187.79	6965.93	8454.42	4372.58	8264.25	6643.46	7096.48	9024.4	4452.53	6672.61	5100.02	2439.73	4863.1	5477.84	7966.71	6695.97	3916.29	4950.19	8041.19	7033.67	6337.25	6473.59	5327.46	7843.76	8802.25	4471.93	6748.34
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	630.316	371.868	865.016	550.606	923.274	764.891	3114.07	1349.56	415.347	868.938	2083.76	973.565	343.909	385.73	2334.78	1274.13	1586.73	723.226	635.236	622.132	257.306	550.625	1569.49	238.978	581.69	2984.35	608.968	504.945	2962.61	1376.38	995.476	968.504	586.769	974.705	2959.55	1414.74	850.553	1813.96	2818.99	3238.77	2885.58	1121.58	1141.58	3716.59	563.88	1003.6	2389.06	840.104	1957.11	567.871	1679.23	2859.04	1075.11	596.597	1893.25	818.081	1288.64	781.274	389.872	376.083	463.021	3241.49	326.33	492.468	920.005	434.522	587.018	458.444	1020.55	720.183	684.151	742.682	318.384	552.179	412.5	1253.66	741.973	653.507	426.309	4090.65	540.295	516.407	314.566	5018.76	3701.43	581.397	678.524	491.337	2146.7	611.698	755.16	468.111	560.172	638.747	517.151	354.915	522.654	379.183	337.164	270.24	535.584	409.574	899.158	426.581
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	670.905	341.806	531.654	159.412	208.436	492.908	3000.47	208.299	663.341	184.414	1615.45	654.443	1291.27	712.263	1820.08	602.617	924.956	183.587	424.394	161.298	778.151	136.225	262.625	639.95	241.689	1975.29	886.513	101.05	2837.42	2243.83	485.821	218.4	433.934	410.993	2537.84	567.36	952.465	507.37	366.713	340.371	358.65	459.081	256.106	3212.03	94.4436	1034.92	321.35	830.318	1310.33	619.055	397.73	463.533	438.91	864.187	252.294	718.24	336.943	415.1	535.151	557.096	722.886	314.581	202.19	307.733	375.147	636.261	137.21	350.619	187.3	687.357	390.35	154.799	186.926	451.545	297.419	822.419	963.378	670.848	746.158	303.604	443.716	565.549	400.751	4245.59	2892.25	418.645	648.832	345.399	2144.18	238.488	463.514	355.145	595.987	305.961	179.497	343.97	431.48	186.08	428.262	484.024	332.79	978.946	163.64	283.478
PWY0-1319: CDP-diacylglycerol biosynthesis II	10057.5	9329.58	9081.62	9794.23	10823.4	9554.74	4789.7	8447.29	9114.18	9413.45	6420.97	7137.02	10026.5	9423.15	3044.92	8860.23	9482.58	10985.5	9247.38	10228.8	9756.22	11301	9912.5	7486.96	10709.9	7186.74	9267.79	12547.9	3573.07	7780.78	8977.83	11787	9296.32	9122.04	3681.57	8637.81	9722.85	9497.67	9590.32	9778.41	9696	8646.64	8971.65	5253.89	13639.8	9477.16	9611.62	9606.36	7643.59	8994.16	9164.85	9803.49	9080.16	9581.77	9483.34	8564.77	9396.77	9145.2	9886.38	9497.55	9479.47	9459.65	11304	9052.72	9392.53	8932	11600	10137.4	9584.34	11577.4	9233.11	11455.8	9261.45	9466.57	9601.66	11410.6	9104.16	9949.51	9343.16	9480.26	9206.04	9750.32	9341.88	6074.25	7353	9289.54	8948.08	8475.62	6449.34	9552.03	11108.8	9147.61	9083.62	9302.24	12122.7	10511.3	9038.15	10062.6	9674.24	11290.7	9729.3	9658.32	7227.88	9857.57
